Ref class,4,8,12,16,20,24,28,32,36
No edge,0.990490876381393,0.9909596237248793,0.9952470113783667,0.9973014051304321,0.9982437275985663,0.9988162986569542,0.9985593269175359,0.9982421188327669,0.9995719178082192
Edge,0.9282341831916903,0.9355390758699372,0.9614955357142857,0.9703968355237974,0.9745481372187385,0.9653566229985444,0.9567116759332804,0.9548736462093863,0.9528985507246377
